"CLE_PRODUIT";"PRNOM";"LIBELLE_DCI";"CODEUD";"LIBELUD"
630;"BECOTIDE 250 ug/dose, sol pr inhal, flac 200 doses";"BECLOMETASONE";"dose";"dose(s)"
5167;"BUDESONIDE 1 mg/2 mL ARROW, susp pr inhal par nébu, récipient unidose";"BUDESONIDE";"rec_multi";"récipient multidose"
4111;"MIFLONIL BREEZHALER 200 ug, pdr pr inhal en gélule";"BUDESONIDE";"gel";"gélule(s)"
5166;"BUDESONIDE 0.5 mg/2 mL ARROW, susp pr inhal par nébu, récipient unidose";"BUDESONIDE";"rec_unidos";"récipient(s) unidose"
3701;"IPRATROPIUM 0.5 mg/2 mL VIATRIS, ad, sol pr inhal par nébu, récipient unidose";"IPRATROPIUM BROMURE";"rec_unidose";"récipient unidose"
3702;"IPRATROPIUM 0.25 mg/1 mL VIATRIS, enf, sol pr inhal par nébu, récipient unidose";"IPRATROPIUM BROMURE";"rec_dose";"récipient(s) doseur(s)"
17867;"EPHEDRINE HYDROCLORIDE 15 mg, cpr";"EPHEDRINE";"cpr";"comprimé(s)"
37266;"DRILL ss sucre, pastille";"DIVERS";"past";"pastille(s)"
6871;"VENTOLINE 100 ug/dose, susp pr inhal, flac 200 doses";"SALBUTAMOL";"flac_pres";"flacon(s) pressurisé(s)"
6872;"SALBUTAMOL 2.5 mg/2.5 mL VIATRIS, sol pr inhal par nébu, récipient unidose";"SALBUTAMOL";"mL";"millilitre(s)"
11694;"SALBUTAMOL 5 mg/2.5 mL VIATRIS, sol pr inhal par nébu, récipient unidose";"SALBUTAMOL";"rec_unidos";"récipient(s) unidose"
10385;"AIROMIR AUTOHALER 100 ug/dose, susp pr inhal, flac 200 doses";"SALBUTAMOL";"dose";"dose(s)"
5398;"TERBUTALINE 5 mg/2 mL ARROW, sol pr inhal par nébu, récipient unidose";"TERBUTALINE";"dose";"dose(s)"
315;"ALIMTA 500 mg, pdr pr sol à diluer pr perf";"PEMETREXED";"flac";"flacon(s)"
8477;"ALIMTA 100 mg, pdr pr sol à diluer pr perf";"PEMETREXED";"flac";"flacon(s)"
31664;"ARMISARTE 1 g/40 mL, sol à diluer pr perf, flac";"PEMETREXED";"flac";"flacon(s)"
35909;"ARMISARTE 500 mg/20 mL, sol à diluer pr perf, flac";"PEMETREXED";"flac";"flacon(s)"
46;"ACTRAPID 100 iu/mL, sol inj, flac 10 mL";"INSULINE HUMAINE";"flac";"flacon(s)"
5170;"PULMOCIS 2 mg, trousse pr prép radiopharm";"99mTc-TECHNETIUM ALBUMINE HUMAINE";"flac";"flacon(s)"
2018;"CUROSURF 120 mg/1.5 mL, susp pr instil endotrachéo, flac";"PHOSPHOLIPIDES NATURELS";"flac";"flacon(s)"
2019;"CUROSURF 240 mg/3 mL, susp pr instil endotrachéo, flac";"PHOSPHOLIPIDES NATURELS";"flac";"flacon(s)"
5411;"SCOPOLAMINE BROMHYDRATE 0.5 mg/2 mL RENAUDIN, sol inj, amp";"AUTRES MEDICAMENTS DU SYSTEME RESPIRATOIRE";"amp";"ampoule(s)"
38972;"OLISENS 0.86 mg/mL, collyre, récipient unidose 0.3 mL";"MEDICAMENTS OPHTALMOLOGIQUES";"rec_unidose";"récipient unidose"
6492;"THERALENE 4%, sol buv, flac 30 mL";"ALIMEMAZINE";"flac";"flacon(s)"
8829;"THERALENE 5 mg, cpr séc";"ALIMEMAZINE";"cpr";"comprimé(s)"
21346;"MITOMYCINE 0,02% COLLYRE";"MITOMYCINE";"flac c-gttes";"flacon compte-gouttes"
31810;"MITOMYCINE 20 mg SUBSTIPHARM, pdr pr sol inj ou pr perf ou intravésicale";"MITOMYCINE";"flac";"flacon(s)"
8532;"AUGMENTIN 500 mg/62.5 mg, ad, cpr";"AMOXICILLINE ET INHIBITEUR D'ENZYME";"cpr";"comprimé(s)"
342;"AMOX-AC CLAV 1 g/200 mg SANDOZ, pdr pr sol inj ou pr perf, IV";"AMOXICILLINE ET INHIBITEUR D'ENZYME";"flac";"flacon(s)"
344;"AMOX-AC CLAV 1 g/125 mg EG, ad, pdr pr susp buv, sachet";"AMOXICILLINE ET INHIBITEUR D'ENZYME";"sachet";"sachet(s)-dose"
345;"AMOX-AC CLAV 2 g/200 mg SANDOZ, pdr pr sol pr perf";"AMOXICILLINE ET INHIBITEUR D'ENZYME";"flac";"flacon(s)"
12948;"AMOX-AC CLAV 100 mg/12.5 mg/mL SANDOZ, enf, pdr pr susp buv, flac 60 mL";"AMOXICILLINE ET INHIBITEUR D'ENZYME";"dose_kg";"dose-kg"
341;"AMOX-AC CLAV 500 mg/50 mg SANDOZ, nour et enf, pdr pr sol inj, IV";"AMOXICILLINE ET INHIBITEUR D'ENZYME";"flac";"flacon(s)"
1555;"AMOXICILLINE 1 g PANPHARMA, pdr pr sol inj";"AMOXICILLINE";"flac";"flacon(s)"
1556;"AMOXICILLINE 1 g ARROW LAB, cpr dispersible";"AMOXICILLINE";"cpr";"comprimé(s)"
1557;"AMOXICILLINE 500 mg ARROW LAB, gélule";"AMOXICILLINE";"gel";"gélule(s)"
1558;"XYLLOMAC 500 mg, pdr pr sol inj ou pr perf, IM IV";"AMOXICILLINE";"flac";"flacon(s)"
1559;"AMOXICILLINE 500 mg/5 mL ARROW, pdr pr susp buv, flac 60 mL";"AMOXICILLINE";"c_mes";"cuillère(s) mesure(s)"
4924;"POLARAMINE 5 mg/1 mL, sol inj, amp";"DEXCHLORPHENIRAMINE";"amp";"ampoule(s)"
5171;"PULMOZYME 2 500 u/2.5 mL, sol pr inhal par nébu, amp";"DORNASE ALPHA (DESOXYRIBONUCLEASE)";"amp";"ampoule(s)"
4246;"PULMODEXANE 300 mg/100 mL ss sucre, sol buv, flac 150 mL";"DEXTROMETHORPHANE";"c_mes";"cuillère(s) mesure(s)"
18867;"HELICIDINE 10% ss sucre, sirop, flac 250 mL";"AUTRES ANTITUSSIFS";"flac";"flacon(s)"
4154;"ISTENDO 1 g/5 mL, sol pr instil endotrachéo, amp";"ACETYLCYSTEINE";"amp";"ampoule(s)"
5574;"ACETYLCYSTEINE 200 mg ss sucre BGR CONSEIL, pdr pr sol buv, sachet";"ACETYLCYSTEINE";"sachet";"sachet(s)-dose"
5397;"SALBUTAMOL 5 mg/5 mL RENAUDIN, sol inj, amp";"SALBUTAMOL";"amp";"ampoule(s)"
724;"BRICANYL 0.5 mg/1 mL, sol inj, amp";"TERBUTALINE";"amp";"ampoule(s)"
336;"AMINOPHYLLINE 250 mg/10 mL RENAUDIN, sol pr perf, amp";"AMINOPHYLLINE";"amp";"ampoule(s)"
16062;"ELUDRILPERIO 0.2%, sol pr bain de bche, flac 200 mL";"CHLORHEXIDINE";"BBCHE";"bain de bouche"
2032;"DAKTARIN 2%, gel buccal, tube 40 g";"MICONAZOLE";"c_mes";"cuillère(s) mesure(s)"
8521;"LORAMYC 50 mg, cpr buccogingival muco-adhésif";"MICONAZOLE";"cpr";"comprimé(s)"
637;"BETADINE 10%, sol pr garg ou bain de bche, récipient unidose 10 mL";"DIVERS";"rec_unidose";"récipient unidose"
19413;"CYTARABINE 2 g/40 mL SANDOZ, sol inj, flac";"CYTARABINE";"flac";"flacon(s)"
7596;"ACICLOVIR 200 mg ARROW GENERIQUES, cpr";"ACICLOVIR";"cpr";"comprimé(s)"
7597;"ZOVIRAX 200 mg/5 mL, susp buv, flac 125 mL";"ACICLOVIR";"flac";"flacon(s)"
19;"ACICLOVIR 250 mg VIATRIS, pdr pr sol inj, IV";"ACICLOVIR";"flac";"flacon(s)"
20;"ACICLOVIR 500 mg VIATRIS, pdr pr sol inj, IV";"ACICLOVIR";"flac";"flacon(s)"
3939;"NICARDIPINE 10 mg/10 mL ARROW, sol inj, amp";"NICARDIPINE";"amp";"ampoule(s)"
3941;"LOXEN LP 50 mg, gélule à libération prolongée";"NICARDIPINE";"gel";"gélule(s)"
3940;"LOXEN 20 mg, cpr séc";"NICARDIPINE";"cpr";"comprimé(s)"
5175;"PYRALVEX, gel buccal ou gingival, tube 15 g";"DIVERS";"tube";"tube(s)"
16359;"LIPIODOL ULTRA-FLUIDE 480 mg Iode/mL, sol inj, amp 10 mL";"ESTERS ETHYLIQUES D'ACIDES GRAS IODES";"amp";"ampoule(s)"
4107;"MICROPAQUE, susp buv ou rect, flac 500 mL";"SULFATE DE BARYUM AVEC AGENTS DE MISE EN SUSPENSION";"flac";"flacon(s)"
2200;"ACIDE GADOTERIQUE 0.5 mmol/mL GUERBET, sol inj, flac 20 mL";"GADOTERIQUE ACIDE";"flac";"flacon(s)"
2201;"ACIDE GADOTERIQUE 0.5 mmol/mL GUERBET, sol inj, flac 5 mL";"GADOTERIQUE ACIDE";"flac";"flacon(s)"
2198;"ACIDE GADOTERIQUE 0.5 mmol/mL GUERBET, sol inj, srg 10 mL";"GADOTERIQUE ACIDE";"ser_prr";"seringue(s) pré-remplie(s)"
2199;"ACIDE GADOTERIQUE 0.5 mmol/mL GUERBET, sol inj, srg 15 mL";"GADOTERIQUE ACIDE";"ser_prr";"seringue(s) pré-remplie(s)"
2906;"ETHER COOPER, sol pr appli cutanée, flac 125 mL";"AUTRES PRODUITS AUXILIAIRES NON THERAPEUTIQUES";"flac";"flacon(s)"
5210;"RADIOSELECTAN URINAIRE 146 mg Iode/mL, sol inj, flac 250 mL";"DIATRIZOIQUE ACIDE";"flac";"flacon(s)"
14322;"GASTROGRAFINE 370 mg Iode/mL, sol buv ou rect, flac 100 mL";"DIATRIZOIQUE ACIDE";"flac";"flacon(s)"
34668;"OMNIPAQUE 300 mg Iode/mL, sol inj, flac PP 100 mL";"IOHEXOL";"flac";"flacon(s)"
35224;"IOPAMIRON 200 mg Iode/mL, sol inj, flac 10 mL";"IOPAMIDOL";"flac";"flacon(s)"
8558;"OPTIJECT 350 mg Iode/mL, sol inj ou pr perf, srg 125 mL";"IOVERSOL";"mL";"millilitre(s)"
13566;"OPTIJECT 300 mg Iode/mL, sol inj ou pr perf, srg 125 mL";"IOVERSOL";"mL";"millilitre(s)"
7521;"VISIPAQUE 320 mg Iode/mL, sol inj, btle 100 mL";"IODIXANOL";"btle";"bouteille(s)"
9650;"VISIPAQUE 320 mg Iode/mL, sol inj, flac 50 mL";"IODIXANOL";"flac";"flacon(s)"
12739;"VISIPAQUE 320 mg Iode/mL, sol inj, btle 150 mL";"IODIXANOL";"btle";"bouteille(s)"
32489;"VISIPAQUE 320 mg Iode/mL, sol inj, btle 200 mL";"IODIXANOL";"btle";"bouteille(s)"
6020;"LHRH 100 ug/1 mL FERRING, sol inj, amp";"GONADORELINE";"amp";"ampoule(s)"
685;"BLEU PATENTE V SODIQUE 2.5% GUERBET, sol inj, amp 2 mL";"AUTRES MEDICAMENTS POUR DIAGNOSTIC";"amp";"ampoule(s)"
20971;"INFRACYANINE 25 mg/10 mL, pdr et solv pr sol inj, flac & amp";"AUTRES MEDICAMENTS POUR DIAGNOSTIC";"amp";"ampoule(s)"
25270;"VINCRISTINE 2 mg/2 mL TEVA, sol inj, flac";"VINCRISTINE";"flac";"flacon(s)"
6496;"THYROGEN 0.9 mg, pdr pr sol inj";"THYROTROPHINE";"flac";"flacon(s)"
25985;"ANTICHOLIUM 2 mg/5 mL, sol inj, amp";"PHYSOSTIGMINE";"amp";"ampoule(s)"
12957;"IODURE DE POTASSIUM 65 mg PHARMACIE CENTRALE DES ARMEES, cpr séc";"POTASSIUM IODURE";"cpr";"comprimé(s)"
3088;"HIDONAC 5 g/25 mL, sol inj ou pr perf, flac";"ACETYLCYSTEINE";"flac";"flacon(s)"
15884;"DIGIFAB 40 mg, pdr pr sol pr perf";"ANTITOXINE DIGITALIQUE";"flac";"flacon(s)"
3089;"FLUMAZENIL 0.5 mg/5 mL VIATRIS, sol inj, amp";"FLUMAZENIL";"amp";"ampoule(s)"
25245;"RADIOGARDASE 500 mg, gélule";"BLEU DE PRUSSE";"gel";"gélule(s)"
12154;"CYANOKIT 5 g, pdr pr sol pr perf";"HYDROXOCOBALAMINE";"flac";"flacon(s)"
2092;"DESFERAL 500 mg/5 mL, pdr et solv pr sol inj, flac & amp";"DEFEROXAMINE";"amp";"ampoule(s)"
2967;"FERRIPROX 500 mg, cpr";"DEFERIPRONE";"cpr";"comprimé(s)"
12034;"FERRIPROX 1 000 mg, cpr";"DEFERIPRONE";"cpr";"comprimé(s)"
3746;"KAYEXALATE, pdr pr susp buv ou rect, flac";"SULFONATE DE POLYSTYRENE";"pot";"pot(s)"
17255;"RESIKALI, pdr pr susp buv ou rect, boite 500 g";"SULFONATE DE POLYSTYRENE";"boite";"boîte(s)"
6812;"MESNA 400 mg/4 mL EG, sol pr perf, amp";"MESNA";"amp";"ampoule(s)"
6813;"MESNA 1 000 mg/10 mL EG, sol pr perf, flac";"MESNA";"flac";"flacon(s)"
6814;"UROMITEXAN 400 mg, cpr séc";"MESNA";"cpr";"comprimé(s)"
6815;"UROMITEXAN 600 mg, cpr séc";"MESNA";"cpr";"comprimé(s)"
1008;"CARDIOXANE 500 mg, pdr pr sol pr perf";"DEXRAZOXANE";"flac";"flacon(s)"
3884;"FOLINORAL 25 mg, gélule";"CALCIUM FOLINATE";"cpr";"comprimé(s)"
3094;"FOLINATE DE CALCIUM 5 mg/2 mL ZENTIVA, sol inj, IM IV, amp";"CALCIUM FOLINATE";"amp";"ampoule(s)"
3095;"FOLINATE DE CALCIUM 50 mg ZENTIVA, lyophilisat pr sol inj";"CALCIUM FOLINATE";"flac";"flacon(s)"
8545;"LEDERFOLINE 5 mg, cpr";"CALCIUM FOLINATE";"cpr";"comprimé(s)"
13280;"FOLINORAL 5 mg, gélule";"CALCIUM FOLINATE";"gel";"gélule(s)"
2440;"LEVOFOLINATE DE CALCIUM 175 mg/17.5 mL ZENTIVA, sol inj, IM IV, flac";"CALCIUM LEVOFOLINATE";"flac";"flacon(s)"
2438;"LEVOFOLINATE DE CALCIUM 25 mg/2.5 mL ZENTIVA, sol inj, IM IV, flac";"CALCIUM LEVOFOLINATE";"flac";"flacon(s)"
2439;"LEVOFOLINATE DE CALCIUM 100 mg/10 mL ZENTIVA, sol inj, IM IV, flac";"CALCIUM LEVOFOLINATE";"flac";"flacon(s)"
5053;"PROGLICEM 25 mg, gélule";"DIAZOXIDE";"gel";"gélule(s)"
14430;"PROGLYCEM 50 mg/mL, susp buv, flac 30 mL";"DIAZOXIDE";"flac";"flacon(s)"
37572;"GRAZAX 75 000 SQ-T, lyophilisat sublingual";"POLLEN D'HERBE";"lyoph_or";"lyophilisat oral(s)"
33950;"ACARIZAX 12 SQ-HDM, lyophilisat sublingual";"POUSSIERE DE MAISON";"lyoph_or";"lyophilisat oral(s)"
34373;"ALYOSTAL VENIN ABEILLE APIS MELLIFERA 110 ug/1.1 mL, pdr et solv pr sol inj, flac & flac";"INSECTES";"flac";"flacon(s)"
31536;"ALYOSTAL VENIN GUEPE VESPULA 110 ug/1.1 mL, pdr et solv pr sol inj, flac & flac";"INSECTES";"flac";"flacon(s)"
25362;"CA-DTPA 1 g/4 mL, sol inj, amp";"ANTIDOTES";"amp";"ampoule(s)"
12966;"LEGALON SIL 350 mg, pdr pr sol pr perf";"ANTIDOTES";"flac";"flacon(s)"
15009;"SUCCICAPTAL 200 mg, gélule";"ANTIDOTES";"gel";"gélule(s)"
25246;"ATROPINE SULFATE 40 mg/20 mL PHARMACIE CENTRALE DES ARMEES, sol inj, amp";"ANTIDOTES";"amp";"ampoule(s)"
1842;"CONTRATHION 2%, pdr et solv pr sol inj, flac & amp";"PRALIDOXIME";"amp";"ampoule(s)"
14925;"NATRIUMTHIOSULFAT 25 g/100 mL, sol pr perf, flac";"THIOSULFATE";"flac";"flacon(s)"
5099;"PROTAMINE 10 000 uah/10 mL CHOAY, sol inj, flac";"PROTAMINE";"flac";"flacon(s)"
4168;"NALOXONE 0.4 mg/1 mL VIATRIS, sol inj, amp";"NALOXONE";"amp";"ampoule(s)"
29517;"NYXOID 1.8 mg, sol pr pulv nasale, récipient unidose";"NALOXONE";"dose";"dose(s)"
17554;"CHLORURE DE METHYLTHIONINIUM 50 mg/10 mL PROVEBLUE, sol inj, amp";"METHYLTHIONINIUM CHLORURE";"amp";"ampoule(s)"
1452;"CERULYSE 5 g/100 g, sol pr instil auriculaire, flac 10 mL";"AUTRES MEDICAMENTS";"flac";"flacon(s)"
4338;"OTIPAX, sol pr instil auriculaire, flac 16 g";"AUTRES MEDICAMENTS";"flac c-gttes";"flacon compte-gouttes"
33658;"MITOSOL 0.2 mg/1 mL, pdr et solv pr sol ophtalmique, flac & srg + set";"AUTRES MEDICAMENTS OPHTALMOLOGIQUES";"flac";"flacon(s)"
37778;"TALYMUS 1 mg/mL, collyre, flac 5 mL";"AUTRES MEDICAMENTS OPHTALMOLOGIQUES";"flac";"flacon(s)"
7524;"VIT A 2 500 iu/10 g, pommade ophtalmique, tube";"RETINOL";"tube";"tube(s)"
9994;"VIT A FAURE, collyre, flac 10 mL";"RETINOL";"flac";"flacon(s)"
1440;"CELLUVISC 4 mg/0.4 mL, collyre, récipient unidose";"LARMES ARTIFICIELLES ET DIVERSES AUTRES PREPARATIONS";"gte";"goutte(s)"
21048;"GEL-LARMES 0.3%, gel ophtalmique, tube 10 g";"LARMES ARTIFICIELLES ET DIVERSES AUTRES PREPARATIONS";"appln";"application(s)"
19407;"IRINOTECAN 500 mg/25 mL VIATRIS, sol à diluer pr perf, flac";"IRINOTECAN";"flac";"flacon(s)"
8777;"VERCYTE 25 mg, cpr";"PIPOBROMAN";"cpr";"comprimé(s)"
30079;"TEMODAL 100 mg, pdr pr sol pr perf";"TEMOZOLOMIDE";"flac";"flacon(s)"
31770;"TEMOZOLOMIDE 5 mg SUN, gélule";"TEMOZOLOMIDE";"gel";"gélule(s)"
31772;"TEMOZOLOMIDE 100 mg SUN, gélule";"TEMOZOLOMIDE";"gel";"gélule(s)"
31774;"TEMOZOLOMIDE 180 mg SUN, gélule";"TEMOZOLOMIDE";"gel";"gélule(s)"
31775;"TEMOZOLOMIDE 250 mg SUN, gélule";"TEMOZOLOMIDE";"gel";"gélule(s)"
31771;"TEMOZOLOMIDE 20 mg SUN, gélule";"TEMOZOLOMIDE";"gel";"gélule(s)"
31773;"TEMOZOLOMIDE 140 mg SUN, gélule";"TEMOZOLOMIDE";"gel";"gélule(s)"
37163;"KIMOZO 40 mg/mL, susp buv, flac 20 mL";"TEMOZOLOMIDE";"flac";"flacon(s)"
31653;"DACARBAZINE 500 mg LIPOMED, pdr pr sol pr perf";"DACARBAZINE";"flac";"flacon(s)"
4094;"METHOTREXATE 500 mg/20 mL VIATRIS, sol inj, flac";"METHOTREXATE";"flac";"flacon(s)"
19524;"METOJECT 15 mg/0.3 mL, sol inj, srg";"METHOTREXATE";"mL";"millilitre(s)"
31763;"METHOTREXATE 25 mg/1 mL BIODIM, sol inj, amp";"METHOTREXATE";"flac";"flacon(s)"
31662;"METHOTREXATE 50 mg/2 mL VIATRIS, sol inj, flac";"METHOTREXATE";"flac";"flacon(s)"
32250;"METHOTREXATE 2 mg/mL ROSEMONT, sol buv, flac 65 mL";"METHOTREXATE";"flac";"flacon(s)"
33483;"METHOTREXATE 5 g/50 mL VIATRIS, sol inj, flac";"METHOTREXATE";"flac";"flacon(s)"
36723;"METHOTREXATE 1 g/10 mL TEVA, sol inj, flac";"METHOTREXATE";"flac";"flacon(s)"
19075;"TOMUDEX 2 mg, pdr pr sol pr perf";"RALTITREXED";"flac";"flacon(s)"
5173;"PURINETHOL 50 mg, cpr";"MERCAPTOPURINE";"cpr";"comprimé(s)"
3863;"LANVIS 40 mg, cpr séc";"TIOGUANINE";"cpr";"comprimé(s)"
15207;"LITAK 10 mg/5 mL, sol inj, flac";"CLADRIBINE";"flac";"flacon(s)"
3084;"FLUDARABINE 50 mg/2 mL TEVA, sol à diluer inj ou pr perf, flac";"FLUDARABINE";"flac";"flacon(s)"
25264;"FLUOROURACILE 5 g/100 mL TEVA, sol à diluer pr perf, flac";"FLUOROURACIL";"flac";"flacon(s)"
25266;"GEMCITABINE 2 g/20 mL ACCORD, sol à diluer pr perf, flac";"GEMCITABINE";"flac";"flacon(s)"
7548;"CAPECITABINE 150 mg ACCORD, cpr";"CAPECITABINE";"cpr";"comprimé(s)"
7549;"CAPECITABINE 500 mg ACCORD, cpr";"CAPECITABINE";"cpr";"comprimé(s)"
6865;"VELBE 10 mg, pdr pr sol inj, IV";"VINBLASTINE";"flac";"flacon(s)"
8533;"NAVELBINE 30 mg, caps";"VINORELBINE";"caps";"capsule(s)"
14328;"NAVELBINE 50 mg/5 mL, sol inj, flac";"VINORELBINE";"flac";"flacon(s)"
35124;"NAVELBINE 10 mg/1 mL, sol inj, flac";"VINORELBINE";"flac";"flacon(s)"
9933;"PACLITAXEL 300 mg/50 mL HOSPIRA, sol à diluer pr perf, flac";"PACLITAXEL";"flac";"flacon(s)"
22698;"ABRAXANE 100 mg, pdr pr susp inj pr perf";"PACLITAXEL";"flac";"flacon(s)"
34433;"PACLITAXEL 150 mg/25 mL HOSPIRA, sol à diluer pr perf, flac";"PACLITAXEL";"flac";"flacon(s)"
34747;"PAZENIR 100 mg, pdr pr dispersion pr perf";"PACLITAXEL";"flac";"flacon(s)"
850;"CAELYX PEGYLATED LIPOSOMAL 20 mg/10 mL, sol à diluer pr perf, flac";"DOXORUBICINE";"flac";"flacon(s)"
31809;"DOXORUBICINE 50 mg/25 mL ARROW, sol pr perf, flac";"DOXORUBICINE";"flac";"flacon(s)"
38650;"ZOLSKETIL PEGYLATED LIPOSOMAL 20 mg/10 mL, dispersion à diluer pr perf, flac";"DOXORUBICINE";"flac";"flacon(s)"
38651;"ZOLSKETIL PEGYLATED LIPOSOMAL 50 mg/25 mL, dispersion à diluer pr perf, flac";"DOXORUBICINE";"flac";"flacon(s)"
36217;"IMVANEX, susp inj, flac 0.5 mL";"AUTRES VACCINS VIRAUX";"flac";"flacon(s)"
13326;"REVAXIS, susp inj, srg 0.5 mL + 2 aiguilles à part";"DIPHTERIE - POLIOMYELITE - TETANOS";"ser_prr";"seringue(s) pré-remplie(s)"
15299;"BOOSTRIXTETRA, susp inj, srg 0.5 mL";"DIPHTERIE - COQUELUCHE - POLIOMYELITE - TETANOS";"ser_prr";"seringue(s) pré-remplie(s)"
26991;"TETRAVAC ACELLULAIRE, susp inj, srg 0.5 mL";"DIPHTERIE - COQUELUCHE - POLIOMYELITE - TETANOS";"ser_prr";"seringue(s) pré-remplie(s)"
26994;"INFANRIXQUINTA, pdr et susp pr susp inj, flac & srg";"DIPHTERIE-HEMOPHILUS INFLUENZAE B-COQUELUCHE-POLIOMYELITE-TETANOS";"flac";"flacon(s)"
2875;"ENDOXAN 50 mg, cpr";"CYCLOPHOSPHAMIDE";"cpr";"comprimé(s)"
2876;"ENDOXAN 1 000 mg, pdr pr sol inj";"CYCLOPHOSPHAMIDE";"flac";"flacon(s)"
13169;"CYCLOPHOSPHAMIDE 10 MG/ML SIROP FL 50ML";"CYCLOPHOSPHAMIDE";"flac";"flacon(s)"
8691;"CHLORAMINOPHENE 2 mg, gélule";"CHLORAMBUCIL";"gel";"gélule(s)"
3426;"HOLOXAN 1 000 mg, pdr pr sol inj";"IFOSFAMIDE";"flac";"flacon(s)"
23069;"HOLOXAN 2 000 mg, pdr pr sol inj";"IFOSFAMIDE";"flac";"flacon(s)"
631;"BELUSTINE 40 mg, gélule";"LOMUSTINE";"gel";"gélule(s)"
6818;"INFLUVAC TETRA, susp inj, srg 0.5 mL";"GRIPPE, ANTIGENE PURIFIE";"ser_prr";"seringue(s) pré-remplie(s)"
33353;"EFLUELDA, susp inj, srg 0.7 mL";"GRIPPE, ANTIGENE PURIFIE";"ser_prr";"seringue(s) pré-remplie(s)"
6820;"ENGERIX B 20 ug/1 mL, ad, susp inj, srg";"HEPATITE B, ANTIGENE PURIFIE";"ser_prr";"seringue(s) pré-remplie(s)"
6819;"ENGERIX B 10 ug/0.5 mL, nour et enf, susp inj, srg";"HEPATITE B, ANTIGENE PURIFIE";"ser_prr";"seringue(s) pré-remplie(s)"
15284;"HAVRIX 1 440 u/1 mL, ad, susp inj, srg";"HEPATITE A, VIRUS ENTIER INACTIVE";"ser_prr";"seringue(s) pré-remplie(s)"
15285;"HAVRIX 720 u/0.5 mL, nour et enf, susp inj, srg";"HEPATITE A, VIRUS ENTIER INACTIVE";"ser_prr";"seringue(s) pré-remplie(s)"
15286;"TWINRIX, ad, susp inj, srg 1 mL";"ASSOCIATIONS";"ser_prr";"seringue(s) pré-remplie(s)"
15300;"M-M-RVAXPRO, pdr et solv pr susp inj, flac & srg";"ROUGEOLE EN ASSOCIATION AUX OREILLONS ET A LA RUBEOLE, VIRUS VIVANTS ATTENUES";"flac";"flacon(s)"
15854;"ROTARIX, susp buv, tube 1.5 mL";"ROTAVIRUS VIVANT ATTENUE";"tube";"tube(s)"
27095;"VARILRIX, pdr et solv pr sol inj";"VARICELLE, VIRUS VIVANT ATTENUE";"flac";"flacon(s)"
16435;"STAMARIL, pdr et solv pr susp inj, flac & srg";"FIEVRE JAUNE, VIRUS VIVANT ATTENUE";"flac";"flacon(s)"
6823;"PNEUMOVAX, sol inj, srg 0.5 mL + 2 aiguilles à part";"PNEUMOCOCCUS, ANTIGENES POLYSACCHARIDIQUES PURIFIES";"mL";"millilitre(s)"
6824;"PREVENAR 13, susp inj, srg 0.5 mL";"PNEUMOCOCCUS, ANTIGENES POLYSACCHARIDIQUES PURIFIES CONJUGUES";"ser";"seringue(s)"
26806;"VACCIN BCG AJ VACCINES, pdr et solv pr susp inj, flac & flac";"TUBERCULOSE, BACTERIE VIVANTE ATTENUEE";"amp";"ampoule(s)"
15281;"TYPHIM VI, sol inj, srg 0.5 mL + aiguille";"TYPHOIDE, ANTIGENE POLYSACCHARIDIQUE PURIFIE";"ser_prr";"seringue(s) pré-remplie(s)"
2370;"EAU PPI, solv pr prép parentérale, amp PP 10 mL PROAMP";"SOLVANTS ET DILUANTS, SOLUTIONS D'IRRIGATION INCLUSES";"amp";"ampoule(s)"
2371;"EAU PPI, solv pr prép parentérale, amp PP 20 mL PROAMP";"SOLVANTS ET DILUANTS, SOLUTIONS D'IRRIGATION INCLUSES";"amp";"ampoule(s)"
4097;"METOPIRONE 250 mg, caps";"METYRAPONE";"caps";"capsule(s)"
6754;"TUBERTEST, sol inj, flac 1 mL";"TUBERCULINE";"flac";"flacon(s)"
2890;"EPIVIR 10 mg/mL, sol buv, flac 240 mL";"LAMIVUDINE";"flac";"flacon(s)"
2891;"LAMIVUDINE 150 mg VIATRIS, cpr séc";"LAMIVUDINE";"cpr";"comprimé(s)"
2892;"LAMIVUDINE 300 mg VIATRIS, cpr";"LAMIVUDINE";"cpr";"comprimé(s)"
30999;"ZEFFIX 100 mg, cpr";"LAMIVUDINE";"cpr";"comprimé(s)"
9432;"TAGAMET 800 MG CP EFF *";"CIMETIDINE";"-1";"(sans)"
30908;"CIMETIDINE 200 mg ARROW, cpr efferv";"CIMETIDINE";"cpr";"comprimé(s)"
33912;"FAMOTIDINE 20 mg EG, cpr";"FAMOTIDINE";"cpr";"comprimé(s)"
11676;"PANTOPRAZOLE 40 mg ARROW GENERIQUES, cpr gastro-résistant";"PANTOPRAZOLE";"cpr";"comprimé(s)"
11677;"PANTOPRAZOLE 40 mg ZENTIVA, pdr pr sol inj";"PANTOPRAZOLE";"flac";"flacon(s)"
11675;"PANTOPRAZOLE 20 mg ARROW GENERIQUES, cpr gastro-résistant";"PANTOPRAZOLE";"cpr";"comprimé(s)"
19383;"LANSOPRAZOLE 15 mg VIATRIS, cpr orodispersible";"LANSOPRAZOLE";"cpr";"comprimé(s)"
